gui_gate: approved batch window open, starting 'full_audit: 283 tests (test_accelerators.tcl ...)' (no prompt)
PASS     | test_accelerators
FAIL     | test_sky130a_libmgr
PASS     | test_sod_pick_no_select_0204
PASS     | test_stdin_tcp_log
PASS     | test_sweep_diff
PASS     | test_symbol_view_resolve
PASS     | test_sympin_drop_log
PASS     | test_tedax_extra_pinnumber_0179
PASS     | test_toggle_editmode_log
PASS     | test_undo_link_symbols
PASS     | test_undo_move_keep_selection
PASS     | test_undo_selection
PASS     | test_untitled_reuse
PASS     | test_verb_noun_copy_move
PASS     | test_verb_noun_descend_0200
PASS     | test_vpulse
PASS     | test_vpwl
PASS     | test_wave_axis_zoom
PASS     | test_wave_clear_all
PASS     | test_wave_drag_preview
PASS     | test_wave_empty_strips
PASS     | test_wave_grid
PASS     | test_wave_hilight
PASS     | test_wave_legend
PASS     | test_wave_markers
PASS     | test_wave_modes
PASS     | test_wave_sigsearch
PASS     | test_wave_snap
PASS     | test_wave_split_strip
PASS     | test_wave_tabs
PASS     | test_wave_trace_menu
PASS     | test_wave_viewer
PASS     | test_window_numbering
PASS     | test_window_switch_bogus_enter
PASS     | test_wire_complete_with_selection
PASS     | test_wire_split
PASS     | test_wire_stub_bindings
PASS     | test_wire_vertex_grab
--------- wireedit suite ---------
test_wireedit_00_selftest.tcl: RESULT: ALL PASS
test_wireedit_01_stretch_off.tcl: RESULT: ALL PASS
test_wireedit_02_parallel_stretch.tcl: RESULT: ALL PASS
test_wireedit_03_perp_lone.tcl: RESULT: ALL PASS
test_wireedit_04_subgrid.tcl: RESULT: ALL PASS
test_wireedit_05_tjunction.tcl: RESULT: ALL PASS
test_wireedit_06_corner_slide.tcl: RESULT: ALL PASS
test_wireedit_07_colinear_merge.tcl: RESULT: ALL PASS
test_wireedit_08_overlap_dedup.tcl: RESULT: ALL PASS
test_wireedit_09_orphan_stub.tcl: RESULT: ALL PASS
test_wireedit_10_exit_stub.tcl: RESULT: ALL PASS
test_wireedit_11_two_nets_no_short.tcl: RESULT: ALL PASS
test_wireedit_12_bus.tcl: RESULT: ALL PASS
test_wireedit_13_multi_rigid.tcl: RESULT: ALL PASS
test_wireedit_14_undo.tcl: RESULT: ALL PASS
test_wireedit_15_far_fixed_pin.tcl: RESULT: ALL PASS
test_wireedit_16_pin_abutment.tcl: RESULT: ALL PASS
test_wireedit_17_wire_drag_junction.tcl: RESULT: ALL PASS
test_wireedit_18_subgrid_corner.tcl: RESULT: ALL PASS
test_wireedit_19_multipin_exit_stub.tcl: RESULT: ALL PASS
test_wireedit_20_F1_netlabel_tap.tcl: RESULT: ALL PASS
test_wireedit_22_F5_no_short.tcl: RESULT: ALL PASS
test_wireedit_23_F4_body_detour.tcl: RESULT: ALL PASS
test_wireedit_24_F3_same_edge.tcl: RESULT: ALL PASS
test_wireedit_25_F8_mos_bundle.tcl: RESULT: ALL PASS
test_wireedit_26_phase1_runtime_guard.tcl: RESULT: ALL PASS
test_wireedit_27_phase1_disconnect.tcl: RESULT: ALL PASS
test_wireedit_28_escape_normal.tcl: RESULT: ALL PASS
test_wireedit_29_exit_stub_connectivity.tcl: RESULT: ALL PASS
test_wireedit_30_F2_two_pin_res.tcl: RESULT: ALL PASS
test_wireedit_31_tapped_leg_connectivity.tcl: RESULT: ALL PASS
test_wireedit_32_decouple_ownership.tcl: RESULT: ALL PASS
test_wireedit_33_incremental_step.tcl: RESULT: ALL PASS
test_wireedit_34_r18_no_short.tcl: RESULT: ALL PASS
test_wireedit_35_flip_generality.tcl: RESULT: ALL PASS
test_wireedit_36_both_blocked_detour.tcl: RESULT: ALL PASS
test_wireedit_37_connected_wire_shove.tcl: RESULT: ALL PASS
test_wireedit_38_shove_declines.tcl: RESULT: ALL PASS
test_wireedit_39_p6_min_bend.tcl: RESULT: ALL PASS
test_wireedit_40_diagonal_shove.tcl: RESULT: ALL PASS
test_wireedit_41_no_short_offset_solder.tcl: RESULT: ALL PASS
test_wireedit_42_farpin_never_worse.tcl: RESULT: ALL PASS
test_wireedit_43_diagonal_fallback_no_short.tcl: RESULT: ALL PASS
test_wireedit_44_diagonal_manhattan_quality.tcl: RESULT: ALL PASS
test_wireedit_45_redundant_loop_0088.tcl: RESULT: ALL PASS
test_wireedit_46_reversal_0089.tcl: RESULT: ALL PASS
test_wireedit_47_staircase_0090.tcl: RESULT: ALL PASS
test_wireedit_48_body_cross_0091.tcl: RESULT: ALL PASS
test_wireedit_49_axis_overshoot_0092.tcl: RESULT: ALL PASS
test_wireedit_50_regrab_partial_disconnect_0093.tcl: RESULT: ALL PASS
test_wireedit_51_offpin_foreign_backbone_0094.tcl: RESULT: ALL PASS
test_wireedit_52_pushthrough_amnesty_0112.tcl: RESULT: ALL PASS
test_wireedit_53_mixed_selection_safetynet_0113.tcl: RESULT: ALL PASS
test_wireedit_54_enforce_refuse_named_rail_0105.tcl: RESULT: ALL PASS
test_wireedit_55_failsafe_counter_b4.tcl: RESULT: ALL PASS
test_wireedit_56_fluid_pass_harness_d6.tcl: RESULT: ALL PASS
test_wireedit_57_enforce_preexisting_foreign_short_0123.tcl: RESULT: ALL PASS
test_wireedit_58_user_hash_label_0162.tcl: RESULT: ALL PASS
WIREEDIT: ALL PASS
========================================
SUMMARY: 266 pass  16 fail  0 crash/timeout  1 skip  (total 283)
WIREEDIT: PASS
SCRATCH:  0 leaked dir(s)
========================================

=== FAIL / CRASH / TIMEOUT output ===

###### FAIL: test_ase_log_seam_0207 ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
FAIL: PS0 action log open (needs --logdir) -> {0} (exp {1}) : FAIL
FAIL: PS0b CIW log pane exists -> {0} (exp {1}) : FAIL
ok:   PS1 the ase::echo seam exists
note: log lines added by the pick = {0}
note: the added lines = {}
FAIL: PS2 the pick's message is in the CIW pane -> {0} (exp {1}) : FAIL
FAIL: PS3 the pick's message is in the LOG FILE -> {0} (exp {1}) : FAIL
FAIL: PS4 the ESC summary is in the CIW pane -> {0} (exp {1}) : FAIL
FAIL: PS5 the ESC summary is in the LOG FILE -> {0} (exp {1}) : FAIL
FAIL: PS6 the mode-entry notice is in the LOG FILE too -> {0} (exp {1}) : FAIL
note: no_session_notice lines = {}
FAIL: PS7a an error-tagged notice reached the FILE -> {0} (exp {1}) : FAIL
FAIL: PS7a2 and it is a real, non-empty message -> {0} (exp {1}) : FAIL
FAIL: PS7b it carries the ERROR prefix `#! ` -> {} (exp {#! }) : FAIL
ok:   PS7c it is NOT the result prefix
FAIL: PS7d the pane got the same text -> {0} (exp {1}) : FAIL
FAIL: PS8 the pick line appears in the pane exactly once -> {0} (exp {1}) : FAIL
ok:   PS9 every new log line is a comment or an xschem command
ok:   PS10a an empty ase::echo adds no log line
ok:   PS10b and no stray flag line was written
ok:   PS11 a value-less log_action flag writes nothing
FAIL: PS12a the backslash message was logged -> {0} (exp {1}) : FAIL
ok:   PS12b it does NOT end in a bare backslash
FAIL: PS12c the FOLLOWING log line still EXECUTES on replay -> {0} (exp {1}) : FAIL
FAIL: PS12d a backslash BEFORE a trailing newline is guarded too -> {0} (exp {1}) : FAIL
ok:   PS13 the pick still writes NO replayable command line
note: source error = {couldn't read file "": no such file or directory}
FAIL: RP1 the whole log file still sources cleanly -> {0} (exp {1}) : FAIL
ok:   RP2 replay executed no ASE proc as a command
ok:   RP3 replay never executed a bare flag as a command
RESULT: 16 FAILED (10 passed)

###### FAIL: test_ase_window ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
ok:   H1 design lib
ok:   H1 design cell
ok:   H1 design view points at the schematic
ok:   H1 fresh session not dirty
ok:   H2 dirty after update
ok:   H2 saved file contains the new Vgs value
ok:   H2 clean after save
ok:   H3 dirty after second update
ok:   H3 revert restores the saved variables
ok:   H3 clean after revert
ok:   H3 session_load re-reads the file from disk
ok:   H4 existing view -> 1
ok:   H4 session registered by open_state
ok:   H4 missing view throws no error
ok:   H4 missing view -> 0
ok:   H5 allocator returns integers
ok:   H5 second call == first+1 (counter advances)
ok:   H5 numbers start at/after the editor floor (>= 3)
ok:   H6 backend_names contains ngspice
ok:   T1 run_existing without a netlist artifact raises
ok:   T1 error points at Netlist > Recreate
ok:   P2 output_display_name prefers the user name
ok:   P2 unnamed short expr shown whole
ok:   P2 unnamed long expr truncated to 21+...
ok:   P2 truncated form is exactly 24 chars
ok:   P3 output_kind v(net) -> voltage
ok:   P3 output_kind -i(v1) -> current
ok:   P3 save_options_cell voltage+save_all_v -> allv
ok:   P3 current+save_all_i -> alli
ok:   P3 blanket off -> blank
ok:   P4 arg_summary dc row
ok:   W1 open_state -> 1
ok:   W1 window_for returns a live toplevel
ok:   W1 toplevel named .ase<N>
ok:   W1 v2 title Analog Sim Environment <design cell>
ok:   W1 no log pane in the session window
ok:   W1 temperature entry shows 27
ok:   W1 toplevel panel background #f2f2f2
ok:   W1 named fonts exist
ok:   W1 pane title dark-red accent
ok:   W1 temperature entry white + AseEntryFont
ok:   W1m menubar cascades in order
ok:   W1m Launch cascade disabled
ok:   W1m Tools cascade NOT disabled
ok:   W1m Tools menu entries
ok:   W1m Tools Waveform Viewer NOT disabled
ok:   W1m Tools Waveform Viewer command
ok:   W1m Tools Calculator disabled (placeholder)
ok:   W1m Results Direct Plot NOT disabled (item 13: live)
ok:   W1m Results Direct Plot has a command
ok:   W1m Results Annotate OP info disabled
ok:   W1m Results Annotate DC Node Voltages disabled
ok:   W1m Simulation menu entries
ok:   W1m Netlist cascade entries
ok:   W1m Session menu entries (v2, no Revert)
ok:   W1p exactly the three v2 panes
ok:   W1p no inline add/del buttons under the panes
ok:   W1p variables columns
ok:   W1p analyses columns
ok:   W1p outputs columns
ok:   W1p analyses rows numbered 1..4
ok:   W1p variables pane has a Vgs row
ok:   W1p Vgs row shows 1.8
ok:   W1p outputs pane has the id row
ok:   W1p id output row Value blank pre-run
ok:   W1p id Save Options blank while blankets off
ok:   W1p treeview themed (style Ase.Treeview)
ok:   W1p heading strip carries the locked header color
ok:   W1s strip buttons in order
ok:   W1s plot button normal (item 13: ~ live)
ok:   W1c vars context menu entries
ok:   W1c ana context menu entries
ok:   W1c outs context menu entries
ok:   W2 re-open returns 1
ok:   W2 same toplevel
ok:   W2 still exactly one .ase* toplevel
ok:   W2 no number consumed by the re-open (delta == the probe only)
ok:   W3 double-click opens the variable editor
ok:   W3 editor prefilled with the row name
ok:   W3 editor prefilled with the row value
ok:   W3 editor closed on Return
ok:   W3 title gained the dirty marker
ok:   W3 session dirty after widget commit
ok:   W3 tree shows 2.2
ok:   W3 saved file contains the widget's value
ok:   W3 dirty marker gone after save
ok:   W3 session clean after save
ok:   W3 Vgs restored to 1.8 + saved
ok:   W3t session dirty after temperature commit
ok:   W3t status bar carries T=33 C
ok:   W3t saved file contains temperature 33
ok:   W3t non-numeric input keeps the stored temperature
ok:   W3t entry restored after invalid input
ok:   W3t temperature restored + saved
ok:   W3s variables row selected
ok:   W3s selecting in outputs clears the variables selection
ok:   W3c analyses pane has the dc row
ok:   W3c click toggles dc enabled in state
ok:   W3c save persists the toggle
ok:   W3c second click + save restores enabled 0
ok:   W3v = opens the Add Variable dialog
ok:   W3v add dialog closed on Return
ok:   W3v tmpA in the tree
ok:   W3v tmpA in the session state
ok:   W3v tmpB added too
ok:   W3v duplicate name rejected (state unchanged)
ok:   W3v duplicate add keeps the dialog up
ok:   W3v cancel closes the dialog
ok:   W3x X removed both rows from the state
ok:   W3x survivors intact
ok:   W3x X with empty selection is a clean no-op
ok:   W3o id row Save Options shows alli
ok:   W3o blanket off -> Save Options blank again
ok:   W3o session clean after the round trip
ok:   W3e add-variable 1.04e-4 shows 104u in the pane
ok:   W3e session state keeps the raw value
ok:   W3e saved state file stores the raw value
ok:   W3e saved state file has no formatted value
ok:   W3e gate off shows the raw scientific value
ok:   W3e gate back on shows 104u again
ok:   W3e double-click opens the variable editor
ok:   W3e editor prefill is the RAW value
ok:   W3e cleanup leaves the session clean
ok:   W3e cleanup restored the seeded variables
ok:   W4 design is now the current schematic
ok:   W4 window list has the design schematic
ok:   W4 design toplevel raised above the ASE window
ok:   W5 Recreate produced the netlist artifact
ok:   W5 netlist textwindow opened (titled with the path)
ok:   W5 netlist viewer shows the device line (XM1)
ok:   W6 run started (integer execute id)
ok:   W6 log toplevel appears
ok:   W6 status orange while running
ok:   W6 status text Running
ok:   W6 log window non-empty
ok:   W6 log window has the Data Rows banner
ok:   W6 log window has the -i(v1) result line
ok:   W6 status light Green on success
ok:   W6 status text back to Ready
ok:   W6 log file written in the scratch rundir
ok:   W6 deck contains .temp 27
ok:   W6 id row Value filled after run
ok:   W6b run-existing started
ok:   W6b run-existing exit 0
ok:   W6b netlist artifact still carries the sentinel
ok:   W6b deck carries the sentinel
ok:   W6c log toplevel open before Ctrl-W
ok:   W6c Ctrl-W destroyed the log window
ok:   W6c Simulation > Log reopened the window
ok:   W6c reopened log shows the log file content
ok:   W7 long tran started
FAIL: W7 simulator produced output before Stop -> {0} (exp {1}) : FAIL
ok:   W7 nonzero exit after Stop
ok:   W7 status light red after Stop
ok:   W7 status text Error after Stop
ok:   W7 execute pipe cleaned up
ok:   W7 revert leaves the session clean
ok:   W7v Tools > Waveform Viewer opened a viewer toplevel
ok:   W7v the viewer is a toplevel
ok:   W7v second invoke raises the SAME viewer
ok:   W7v no second viewer window
ok:   W7v disabled Calculator invoke does not throw
ok:   W7v Calculator opened nothing
ok:   W7v viewer closed, registry clean
ok:   W8 toplevel destroyed
ok:   W8 window_for now empty
RESULT: 1 FAILED (165 passed)

###### FAIL: test_cadence_drag ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
ok:   fixture has instances
FAIL: plain click selects instance 0
FAIL: Shift+drag duplicates the instance (copy)
fluid_editing INVARIANT (P1): 2 instance pin(s) changed net partition after move -- possible disconnect
FAIL: forced intuitive: plain drag moves the instance (intuitive_interface=0)
fluid_editing INVARIANT (P1): 2 instance pin(s) changed net partition after move -- possible disconnect
FAIL: plain drag moves the gate
ok:   plain drag carries attached wires (enable_stretch=0)
fluid_editing INVARIANT (P1): 2 instance pin(s) changed net partition after move -- possible disconnect
FAIL: Ctrl+drag moves the gate
FAIL: Ctrl+drag leaves wires behind (detached)
ok:   Ctrl+drag is a move not a copy (count unchanged)
fluid_editing INVARIANT (P1): 2 instance pin(s) changed net partition after move -- possible disconnect
FAIL: non-cadence plain drag still moves the gate
FAIL: non-cadence plain drag leaves wires behind (enable_stretch=0 stock)
ok:   abutment fixture starts with no wire
FAIL: plain cadence drag of abutted pin GENERATES a connecting wire
ok:   no-motion click on abutted instance leaves no stub wire
FAIL: no-motion click on abutted (kissing) instance stays selected
ok:   Shift+copy after a no-kiss click draws no spurious wire
FAIL: Shift+copy still duplicated the instance
FAIL: cadence click-to-isolate still leaves exactly one selected
RESULT: 12 FAILED

###### FAIL: test_ciw ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
ok:   CIW toplevel exists
ok:   panedwindow split
ok:   log pane is a text
ok:   log pane is read-only
ok:   entry pane exists
ok:   entry is editable (log pane is not)
ok:   sash has a fat grab target
ok:   entry height follows the sash
ok:   actionlog_filename set
ok:   CIW title shows the log path
ok:   log_action mirrored to pane
ok:   tricky line verbatim in pane
ok:   typed cmd echoed with > prefix
ok:   input tag used
ok:   result tag used
ok:   entry cleared after exec
skip: Return-key check (no X focus -- environment, see issue 0001)
ok:   Ctrl-BackSpace eats trailing space + word
ok:   Ctrl-BackSpace bound
ok:   Up recalls newest command
ok:   Up again walks older
ok:   Down restores stashed draft
ok:   Up/Down bound
ok:   error text shown
ok:   error tag used
ok:   file header comment
ok:   log_action line in file
ok:   tricky line verbatim in file
ok:   typed cmd recorded raw
ok:   failed cmd is a comment
ok:   no echo prefix in file
FAIL: no result/error text in file
ok:   file is source-able
ok:   close withdraws, not destroys
ok:   ciw_create re-shows
RESULT: 1 FAILED

###### FAIL: test_fluid_editing ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
ok:   FE1 pre: rect starts at (0,0)-(200,200)
ok:   FE1 opposite corner FIXED at (200,200)
ok:   FE1 grabbed corner MOVED off (0,0)
ok:   FE2 pre: line has endpoints (600,0) and (800,0)
ok:   FE2 other endpoint FIXED at (800,0)
ok:   FE2 grabbed endpoint MOVED off (600,0)
ok:   FE1b stock: opposite corner MOVED (whole-object move preserved)
ok:   FE3 pre: arc center (1200,0) r=100 a=0 b=90
ok:   FE3 arc center FIXED at (1200,0)
ok:   FE3 arc start angle a CHANGED off 0
ok:   FE3c undo restores the arc to (1200,0) r=100 a=0 b=90
ok:   FE4 bottom edge FIXED at y2=200
ok:   FE4 top edge MOVED off y1=0
ok:   FE4 left/right x extents UNCHANGED (0,200)
ok:   FE4b quarter-point on top edge still grabs the edge (bottom fixed)
ok:   FE5 pre: one rect present
ok:   FE5 Shift+drag near a corner COPIES the rect (2 rects, not a stuck no-op)
ok:   FE6 pre: arc selected by first click
ok:   FE6 stock two-step MOVES the whole arc (center shifts), not a stretch
ok:   FE9 pre: off-grid line ends (605,3) and (800,3)
ok:   FE9 tolerance grab of an OFF-GRID endpoint (other end (800,3) FIXED)
ok:   FE10a cadence ON + fluid OFF: first-click corner does NOT stretch (size 200x200 kept)
ok:   FE10b cadence OFF + fluid ON: first-click corner GRABS (corner moved, opposite fixed)
ok:   FE7 thin bar: body drag MOVES WHOLE bar (all 4 coords change, not an edge deform)
ok:   FE8 pre: buffer clean (modified=0), arc a=30
FAIL: FE8 drag-and-return changed the arc AND left buffer MODIFIED (no false-clean) (mod=1 a=30) : FAIL
RESULT: 1 FAILED (25 passed)
OVERALL: notok

###### FAIL: test_gf180mcud_libmgr ######
Using run time directory XSCHEM_SHAREDIR = /home/qflow/dev/xschem/claude_1/xschem/src
Sourcing /home/qflow/dev/xschem/claude_1/xschem/src/xschemrc init file
ok:   library.defs exists
ok:   cadence_style_rc exists
FAIL: library_list = exactly the 8 intended libs -> {SANDBOX TEST analyses devices examples gf180mcu_pr gf180mcu_tests ngspice ngspice_verilog_cosim xschem_simulator} (exp {analyses devices examples gf180mcu_pr gf180mcu_tests ngspice ngspice_verilog_cosim xschem_simulator}) : FAIL
ok:   devices -> xschem_libs_newsym/devices (outside gf180mcuD/)
ok:   analyses -> xschem_libs_newsym/analyses (outside gf180mcuD/)
ok:   examples -> xschem_libs_newsym/examples (outside gf180mcuD/)
ok:   ngspice -> xschem_libs_newsym/ngspice (outside gf180mcuD/)
ok:   ngspice_verilog_cosim -> xschem_libs_newsym/ngspice_verilog_cosim (outside gf180mcuD/)
ok:   xschem_simulator -> xschem_libs_newsym/xschem_simulator (outside gf180mcuD/)
ok:   gf180mcu_pr/nfet_03v3 symbol resolves
ok:   gf180mcu_pr/pfet_03v3 symbol resolves
